OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
STARLINK-4734,2022-111T,2026-03-26T06:54:46.625760,15.08839759,.0001433,53.2160,199.4871,88.1134,272.0022,0,U,53790,999,19620,-.52819E-5,-.372E-5,0
STARLINK-4739,2022-111V,2026-03-26T07:59:49.254144,15.08838635,.0001496,53.2164,199.7558,88.9347,271.1817,0,U,53792,999,19619,.52286E-4,.544E-5,0
STARLINK-4728,2022-111W,2026-03-26T06:44:09.584736,15.08836942,.000134,53.2155,199.4392,89.6459,270.4687,0,U,53793,999,19619,.21346E-4,.52E-6,0
STARLINK-4730,2022-111X,2026-03-26T06:50:50.398656,15.08840289,.000155,53.2166,199.4681,85.8617,274.2553,0,U,53794,999,19619,-.20061E-4,-.607E-5,0
STARLINK-4742,2022-111Y,2026-03-26T08:03:36.887040,15.08841819,.000137,53.2121,199.0778,89.3432,270.7718,0,U,53795,999,19620,.12753E-4,-.85E-6,0
STARLINK-4723,2022-111AA,2026-03-26T07:47:41.926848,15.08843334,.0001455,53.2135,199.0074,87.9151,272.2008,0,U,53797,999,19619,-.16375E-4,-.549E-5,0
STARLINK-4712,2022-111AB,2026-03-26T07:53:00.235680,15.08840905,.0001343,53.2143,199.0293,85.6291,274.4855,0,U,53798,999,19619,.20704E-5,-.255E-5,0
STARLINK-4710,2022-111AC,2026-03-25T17:00:14.200416,15.08838864,.00015022,53.2194,192.2814,91.5564,268.5600,0,U,53799,999,19623,.42230817E-4,.384E-5,0
STARLINK-4720,2022-111AD,2026-03-26T09:09:48.182688,15.54036094,.0000766,53.2099,159.7053,215.7824,144.3137,0,U,53800,999,19675,.40365E-3,.26204E-3,0
STARLINK-4715,2022-111AE,2026-03-26T12:56:25.032768,15.08850137,.0001318,53.2160,188.2299,98.2763,261.8378,0,U,53801,999,19636,.60825E-5,-.191E-5,0
STARLINK-4726,2022-111AF,2026-03-26T06:50:47.439456,15.08837611,.0001567,53.2165,189.4875,84.8306,275.2865,0,U,53802,999,19632,.68257E-4,.798E-5,0
STARLINK-4727,2022-111AG,2026-03-26T11:57:30.211776,15.08850845,.0001378,53.2170,173.7105,91.1037,269.0113,0,U,53803,999,19656,.1264E-3,.1725E-4,0
STARLINK-4729,2022-111AH,2026-03-26T13:01:05.553696,15.08862652,.0001611,53.2166,183.2457,90.6325,269.4852,0,U,53804,999,19643,-.18212E-3,-.3187E-4,0
STARLINK-4763,2022-111AJ,2026-03-26T12:09:29.835648,15.08849051,.0001435,53.2145,173.7557,86.5625,273.5532,0,U,53805,999,19656,.22877E-3,.3356E-4,0
STARLINK-4768,2022-111AK,2026-03-26T13:06:22.472352,15.08841134,.000145,53.2184,173.2948,92.1898,267.9261,0,U,53806,999,19657,-.2245E-4,-.645E-5,0
BLUEWALKER-3,2022-111AL,2026-03-26T07:33:15.923232,15.37332574,.000459,53.2299,62.7444,295.1074,64.9454,0,U,53807,999,19745,.14468E-3,.4984E-4,0
ZHONGXING-1E,2022-112A,2026-03-26T11:49:52.733280,1.00271283,.0002404,0.0446,355.4385,307.9099,139.4788,0,U,53813,999,1301,0,-.165E-5,0
STRIX-1,2022-113A,2026-03-26T11:45:55.892736,15.36115685,.0005101,97.4593,146.2330,157.9470,202.1994,0,U,53815,999,19473,.6005E-3,.21086E-3,0
STARLINK-4738,2022-114B,2026-03-25T18:55:23.107296,15.08845647,.0001284,53.2163,231.7221,87.0205,273.0934,0,U,53819,999,19526,.76710159E-4,.933E-5,0
STARLINK-4758,2022-114C,2026-03-26T10:01:37.359264,15.08835144,.0001322,53.2187,229.2451,90.4293,269.6851,0,U,53820,999,19535,.16204E-5,-.262E-5,0
STARLINK-4748,2022-114F,2026-03-25T23:50:11.950368,15.08826440,.00019021,53.2181,185.9151,85.7609,274.3600,0,U,53823,999,19592,.22943461E-3,.3364E-4,0
STARLINK-4757,2022-114G,2026-03-25T16:16:20.514144,15.08839686,.00014344,53.2161,231.7536,93.4179,266.6977,0,U,53824,999,19516,.3305267E-4,.238E-5,0
STARLINK-4751,2022-114H,2026-03-26T09:51:00.644832,15.08844735,.0001527,53.2146,229.1999,93.7765,266.3402,0,U,53825,999,19535,.32468E-4,.229E-5,0
STARLINK-4756,2022-114J,2026-03-26T09:24:28.757664,15.08843423,.0001314,53.2168,229.0872,91.9476,268.1666,0,U,53826,999,19535,.54616E-4,.582E-5,0
STARLINK-4764,2022-114K,2026-03-25T16:11:09.351456,15.08839356,.00014062,53.2158,232.4254,88.8472,271.2681,0,U,53827,999,19524,.26502399E-4,.134E-5,0
STARLINK-4760,2022-114L,2026-03-26T09:19:10.657056,15.08838118,.0001284,53.2171,229.0647,79.8644,280.2493,0,U,53828,999,19535,-.30341E-5,-.336E-5,0
STARLINK-4759,2022-114M,2026-03-26T09:35:05.503200,15.08834504,.0001594,53.2149,229.1310,95.5369,264.5805,0,U,53829,999,19535,-.20597E-3,-.3564E-4,0
STARLINK-4761,2022-114N,2026-03-25T18:50:05.728128,15.08836298,.00017168,53.2178,231.6963,98.9399,261.1787,0,U,53830,999,19526,.28769839E-4,.17E-5,0
STARLINK-4649,2022-114P,2026-03-26T09:29:46.991328,15.08845195,.0001327,53.2166,229.1086,95.4426,264.6717,0,U,53831,999,19535,.77787E-4,.95E-5,0
STARLINK-4747,2022-114Q,2026-03-25T17:04:04.862496,15.08845755,.00013146,53.2162,231.9463,92.3710,267.7433,0,U,53832,999,19525,.95133263E-4,.1227E-4,0
STARLINK-4771,2022-114R,2026-03-26T09:15:14.801472,15.08840552,.0001254,53.2161,229.0465,90.8857,269.2279,0,U,53833,999,19535,.54338E-4,.577E-5,0
STARLINK-4737,2022-114S,2026-03-26T02:25:47.643168,15.08829368,.00013499,53.2166,230.1143,87.2267,272.8879,0,U,53834,999,19531,.14083708E-3,.1954E-4,0
STARLINK-4783,2022-114T,2026-03-25T18:44:47.137632,15.08837559,.00013306,53.2149,231.6722,86.3882,273.7262,0,U,53835,999,19526,.24804194E-4,.107E-5,0
STARLINK-4778,2022-114U,2026-03-26T11:33:01.607040,15.08836475,.0000859,53.2157,218.9412,79.5231,280.5858,0,U,53836,999,19550,.11598E-3,.1558E-4,0
STARLINK-4776,2022-114V,2026-03-26T02:31:06.234528,15.08827404,.00013904,53.2166,230.1380,89.6793,270.4359,0,U,53837,999,19531,.33380328E-3,.5027E-4,0
STARLINK-4773,2022-114W,2026-03-26T08:16:57.236160,15.08836746,.0001163,53.2164,219.5168,85.0826,275.0299,0,U,53838,999,19548,.98054E-4,.1273E-4,0
STARLINK-4784,2022-114X,2026-03-26T08:27:33.846048,15.08837865,.0001257,53.2163,219.5649,91.8675,268.2461,0,U,53839,999,19548,.8691E-4,.1095E-4,0
STARLINK-4766,2022-114Y,2026-03-26T01:40:52.472928,15.08836164,.00014247,53.2188,220.6475,86.7110,273.4046,0,U,53840,999,19544,.1371488E-4,-.7E-6,0
STARLINK-4750,2022-114Z,2026-03-26T11:22:25.500000,15.08834834,.0001256,53.2168,218.8983,83.4668,276.6467,0,U,53841,999,19550,.15806E-3,.2228E-4,0
STARLINK-4754,2022-114AA,2026-03-26T09:25:49.233216,15.08830510,.0001391,53.2156,219.1082,88.1307,271.9845,0,U,53842,999,19549,-.41446E-4,-.947E-5,0
STARLINK-4769,2022-114AB,2026-03-26T01:44:47.691744,15.08841311,.00011442,53.2142,220.6608,70.2936,289.8180,0,U,53843,999,19544,.32780284E-3,.4933E-4,0
STARLINK-4745,2022-114AC,2026-03-25T18:56:43.417824,15.08841027,.00011401,53.2177,221.7390,91.0594,269.0528,0,U,53844,999,19540,.313228E-5,-.238E-5,0
STARLINK-4753,2022-114AD,2026-03-26T09:31:06.831840,15.08837031,.0001141,53.2157,219.1477,82.8236,277.2886,0,U,53845,999,19549,.11343E-3,.1518E-4,0
STARLINK-4746,2022-114AE,2026-03-26T09:04:34.935168,15.08839088,.0001481,53.2169,219.0185,84.8239,275.2922,0,U,53846,999,19549,.27136E-4,.144E-5,0
STARLINK-4777,2022-114AF,2026-03-26T09:20:30.252192,15.08836784,.0001275,53.2158,219.0859,86.8655,273.2483,0,U,53847,999,19549,.48305E-5,-.211E-5,0
STARLINK-4780,2022-114AG,2026-03-26T08:53:58.249248,15.08837526,.0001368,53.2134,218.9717,88.2052,271.9097,0,U,53848,999,19549,.79608E-4,.979E-5,0
STARLINK-4770,2022-114AH,2026-03-26T09:09:53.695008,15.08849048,.000116,53.2105,219.0409,69.2702,290.8414,0,U,53849,999,19549,.90552E-4,.1154E-4,0
STARLINK-4767,2022-114AJ,2026-03-26T08:38:03.069600,15.08840753,.0001298,53.2201,218.9030,86.2643,273.8497,0,U,53850,999,19549,.68056E-4,.795E-5,0
STARLINK-4755,2022-114AK,2026-03-25T15:30:02.142432,15.08841020,.0001326,53.2165,222.2664,86.1412,273.9732,0,U,53851,999,19538,.40777E-4,.361E-5,0
STARLINK-4797,2022-114AL,2026-03-25T15:49:16.747968,15.08846417,.0002257,53.2121,217.3608,90.8733,269.2518,0,U,53852,999,19545,-.3507E-4,-.847E-5,0
STARLINK-4794,2022-114AM,2026-03-26T08:48:40.165056,15.08843905,.0001536,53.2165,218.9501,80.5174,279.5992,0,U,53853,999,19549,-.16563E-6,-.291E-5,0
STARLINK-4800,2022-114AN,2026-03-26T08:23:34.638144,15.08846802,.0001377,53.2186,209.5644,88.1941,271.9209,0,U,53854,999,19562,.70313E-4,.831E-5,0
STARLINK-4703,2022-114AP,2026-03-25T18:36:52.993440,15.08838734,.00014724,53.2188,221.6537,87.6457,272.4704,0,U,53855,999,19540,-.45175892E-4,-.1007E-4,0
STARLINK-4795,2022-114AQ,2026-03-26T08:02:21.076224,15.08859573,.0002372,53.2105,209.4789,84.2760,275.8503,0,U,53856,999,19562,.29042E-3,.4339E-4,0
STARLINK-4809,2022-114AR,2026-03-26T12:00:01.999296,15.08859008,.0001328,53.2145,218.2343,89.3667,333.0511,0,U,53857,999,583,-.16439E-2,-.26369E-3,0
STARLINK-4798,2022-114AS,2026-03-26T12:00:01.999296,15.20443790,.0000603,53.2186,208.3142,75.6945,320.6935,0,U,53858,999,583,.78934E-3,.17155E-3,0
STARLINK-4790,2022-114AT,2026-03-25T18:22:53.668416,15.08861474,.00010765,53.2152,216.6084,106.1031,254.0079,0,U,53859,999,19547,-.24032616E-3,-.4113E-4,0
STARLINK-4799,2022-114AU,2026-03-26T08:07:40.077984,15.08845124,.0001337,53.2175,209.4951,89.3720,270.7425,0,U,53860,999,19538,.45763E-5,-.215E-5,0
STARLINK-4781,2022-114AV,2026-03-26T08:12:56.213856,15.08871913,.0003204,53.2080,209.5236,88.6002,271.5357,0,U,53861,999,19562,.18818E-3,.271E-4,0
STARLINK-4788,2022-114AX,2026-03-26T07:57:03.612384,15.08841398,.0001424,53.2174,209.4506,85.9013,274.2141,0,U,53863,999,19562,.6175E-5,-.19E-5,0
STARLINK-4779,2022-114AY,2026-03-26T08:28:45.951168,15.08838134,.0001199,53.2150,208.8799,89.8128,270.3001,0,U,53864,999,19563,.29195E-4,.177E-5,0
STARLINK-4762,2022-114BA,2026-03-26T13:01:48.287136,15.08842340,.0001187,53.2166,188.6709,98.5520,261.5606,0,U,53866,999,19593,.79997E-4,.986E-5,0
STARLINK-4793,2022-114BB,2026-03-26T07:58:23.427840,15.08848342,.000167,53.2172,199.4726,93.0332,267.0852,0,U,53867,999,19576,.30934E-4,.204E-5,0
STARLINK-4789,2022-114BC,2026-03-26T07:33:11.695680,15.08835639,.000156,53.2151,189.3983,94.2845,265.8325,0,U,53868,999,19590,.2538E-4,.116E-5,0
STARLINK-4810,2022-114BD,2026-03-26T00:43:47.767872,15.08839602,.00018355,53.2189,200.4316,83.0813,277.0388,0,U,53869,999,19572,-.19302028E-4,-.595E-5,0
STARLINK-4732,2022-114BE,2026-03-25T23:41:33.262656,15.08860860,.00013391,53.2155,190.8928,91.7098,268.4048,0,U,53870,999,19585,-.28337745E-3,-.4798E-4,0
STARLINK-4740,2022-114BF,2026-03-26T13:17:34.536480,15.08852868,.0001517,53.2156,188.0344,88.9373,271.1793,0,U,53871,999,19594,-.20623E-4,-.616E-5,0
CHUANGXIN 16B (CX-16B),2022-102B,2026-03-26T06:12:03.587040,15.39211609,.0000279,28.9930,45.4829,151.4637,208.5986,0,U,53876,999,19389,.96319E-3,.39061E-3,0
YUNHAI-1 03,2022-115A,2026-03-26T11:57:30.306816,14.32658318,.000363,98.5541,84.7004,298.9555,61.1264,0,U,53877,999,18367,.14026E-3,.338E-5,0
STARLINK-5028,2022-119A,2026-03-26T11:07:51.768768,15.08844426,.0001255,53.2152,249.0458,93.5812,266.5324,0,U,53886,999,19421,.45831E-4,.442E-5,0
STARLINK-5029,2022-119B,2026-03-26T10:51:56.568384,15.08841167,.0001355,53.2164,248.9802,92.0921,268.0226,0,U,53887,999,19421,.59102E-4,.653E-5,0
STARLINK-5034,2022-119C,2026-03-26T12:00:01.999296,15.29188564,.0001451,53.2152,247.7549,73.7334,347.1114,0,U,53888,999,572,.37202E-1,.1158832E-1,0
STARLINK-5031,2022-119D,2026-03-26T10:57:14.979168,15.08831945,.0001274,53.2168,249.0014,95.0711,265.0426,0,U,53889,999,19421,.92649E-4,.1187E-4,0
STARLINK-5050,2022-119E,2026-03-26T02:03:57.854592,15.08841640,.00011036,53.2247,215.2963,94.7171,265.3947,0,U,53890,999,19465,.36057754E-4,.286E-5,0
STARLINK-5041,2022-119F,2026-03-26T12:00:01.999296,15.12166336,.0001232,53.2173,248.4458,94.4746,330.9799,0,U,53891,999,577,-.30526E-3,-.5619E-4,0
STARLINK-5046,2022-119G,2026-03-26T03:58:34.682016,15.08848721,.00013556,53.2162,250.0340,86.5927,273.5220,0,U,53892,999,19417,.13370935E-3,.1841E-4,0
STARLINK-5052,2022-119H,2026-03-26T10:37:24.775968,15.08844727,.0001367,53.2163,248.9176,96.3127,263.8021,0,U,53893,999,19421,.1201E-3,.1624E-4,0
STARLINK-5043,2022-119J,2026-03-26T10:41:19.929984,15.08842050,.0001496,53.2153,248.9360,101.0479,259.0682,0,U,53894,999,19421,-.56699E-5,-.378E-5,0
STARLINK-5032,2022-119K,2026-03-26T12:00:01.999296,15.20686517,.0001377,53.2181,248.0739,97.9185,158.2002,0,U,53895,999,577,.23017E-2,.51245E-3,0
STARLINK-5037,2022-119L,2026-03-26T10:14:48.307200,15.08836877,.000145,53.2166,248.8224,88.5482,271.5676,0,U,53896,999,19421,.19575E-4,.24E-6,0
STARLINK-5035,2022-119M,2026-03-26T12:01:43.258368,15.10488737,.0000841,53.2164,248.5768,76.2312,283.8774,0,U,53897,999,19422,.89287E-3,.14607E-3,0
STARLINK-5044,2022-119N,2026-03-25T18:05:02.305824,15.08842123,.00015546,53.2213,251.7281,92.9084,267.2086,0,U,53898,999,19411,-.9167494E-5,-.434E-5,0
STARLINK-5042,2022-119P,2026-03-26T12:00:01.999296,15.14436315,.0002942,53.2190,248.2360,88.2061,81.7993,0,U,53899,999,583,.20763E-2,.38511E-3,0
STARLINK-5045,2022-119Q,2026-03-26T11:23:39.782400,15.08834318,.000158,53.2149,248.4071,93.0138,267.1035,0,U,53900,999,19422,-.24226E-4,-.673E-5,0
STARLINK-5024,2022-119R,2026-03-26T15:54:50.244192,15.98202110,.0009012,53.1979,156.1862,14.9490,345.1806,0,U,53901,999,19554,.1381E-2,.653969E-2,.19803E-3
STARLINK-5021,2022-119S,2026-03-26T08:14:14.143200,15.08834708,.0001417,53.2147,199.1140,83.4240,276.6913,0,U,53902,999,19490,-.13263E-4,-.499E-5,0
STARLINK-5022,2022-119T,2026-03-26T03:49:19.921440,15.08837786,.00010572,53.2165,249.9921,98.2311,261.8801,0,U,53903,999,19417,.65202257E-4,.75E-5,0
STARLINK-4787,2022-119U,2026-03-26T11:18:21.062304,15.08837691,.0001231,53.2166,248.3847,93.4237,266.6896,0,U,53904,999,19422,.30142E-5,-.24E-5,0
STARLINK-5003,2022-119V,2026-03-26T11:03:54.269856,15.08824308,.0000596,53.2219,239.0528,341.6422,18.4549,0,U,53905,999,19435,-.14251E-3,-.2554E-4,0
STARLINK-5054,2022-119W,2026-03-26T09:54:54.256608,15.08839478,.0001127,53.2180,238.7656,94.5988,265.5133,0,U,53906,999,19435,.21422E-4,.53E-6,0
STARLINK-5057,2022-119Y,2026-03-26T09:17:53.184768,15.08840180,.0001244,53.2164,239.3016,82.9982,277.1152,0,U,53908,999,19434,.32043E-4,.222E-5,0
STARLINK-4796,2022-119Z,2026-03-25T17:39:57.141792,15.08847323,.00009115,53.2156,242.3457,87.7418,272.3678,0,U,53909,999,19424,-.35808303E-3,-.5983E-4,0
STARLINK-5048,2022-119AB,2026-03-25T17:29:20.488704,15.08842681,.00014534,53.2157,242.2966,79.5812,280.5344,0,U,53911,999,19424,-.4796932E-4,-.1051E-4,0
STARLINK-5059,2022-119AC,2026-03-26T09:44:17.941344,15.08838584,.0001324,53.2179,238.7201,88.9899,271.1244,0,U,53912,999,19435,.20235E-4,.34E-6,0
STARLINK-5053,2022-119AD,2026-03-26T10:32:03.253056,15.08834010,.00011,53.2164,238.9129,77.6445,282.4670,0,U,53913,999,19435,.52766E-4,.552E-5,0
STARLINK-5040,2022-119AE,2026-03-26T10:26:44.214144,15.08853457,.0001917,53.2169,238.8945,94.1850,265.9361,0,U,53914,999,19435,.14242E-3,.198E-4,0
STARLINK-5017,2022-119AF,2026-03-26T12:00:01.999296,15.22743396,.000158,53.2165,238.2138,89.7413,103.9763,0,U,53915,999,582,.27701E-2,.6573E-3,0
STARLINK-5051,2022-119AG,2026-03-26T09:36:22.191840,15.08839806,.0001874,53.2147,218.7577,94.3363,265.7843,0,U,53916,999,19464,.2831E-3,.422E-4,0
STARLINK-5036,2022-119AH,2026-03-26T00:00:02.998944,15.10481436,.0001367,53.2170,240.8685,65.6665,78.5864,0,U,53917,999,575,-.25542E-3,-.4543E-4,0
STARLINK-5012,2022-119AJ,2026-03-26T10:21:26.441856,15.08848914,.0001335,53.2164,238.8691,92.5057,267.6088,0,U,53918,999,19435,-.56255E-4,-.1183E-4,0
STARLINK-5023,2022-119AK,2026-03-25T16:46:53.803776,15.08823569,.00013602,53.2150,242.1197,87.3344,272.7803,0,U,53919,999,19424,-.34955335E-4,-.844E-5,0
STARLINK-5025,2022-119AL,2026-03-26T10:44:02.641056,15.08831813,.0001339,53.2176,238.9588,87.4203,272.6942,0,U,53920,999,19435,.60384E-4,.673E-5,0
STARLINK-5002,2022-119AN,2026-03-26T10:00:12.565440,15.08824852,.0001396,53.2167,238.7794,85.1860,274.9291,0,U,53922,999,19435,.12151E-3,.1646E-4,0
STARLINK-5004,2022-119AP,2026-03-25T16:41:34.812384,15.08838959,.00024277,53.2078,242.0957,84.9211,275.2058,0,U,53923,999,19424,.33622422E-4,.247E-5,0
STARLINK-5001,2022-119AQ,2026-03-25T16:50:12.113376,15.08841263,.00013441,53.2146,237.1431,90.9312,269.1834,0,U,53924,999,19431,.42419991E-4,.387E-5,0
STARLINK-5011,2022-119AR,2026-03-26T09:38:59.777664,15.08837616,.0001577,53.2167,238.6964,90.2195,269.8978,0,U,53925,999,19435,.49691E-4,.503E-5,0
STARLINK-5014,2022-119AS,2026-03-26T12:00:01.999296,15.10495435,.0001244,53.2164,233.3591,81.9790,40.3421,0,U,53926,999,583,-.90913E-3,-.15403E-3,0
STARLINK-5009,2022-119AU,2026-03-25T16:48:13.005792,15.08840681,.00013341,53.2197,232.1418,95.6263,264.4881,0,U,53928,999,19438,-.20624274E-3,-.3569E-4,0
STARLINK-5018,2022-119AV,2026-03-26T09:51:06.228000,15.08840035,.0001067,53.2148,239.4315,85.2811,274.8303,0,U,53929,999,19434,.12621E-4,-.87E-6,0
STARLINK-5010,2022-119AW,2026-03-26T12:00:01.999296,15.19295441,.0000492,53.2168,227.9449,117.3072,225.2251,0,U,53930,999,578,.11735E-2,.24838E-3,0
STARLINK-4772,2022-119AY,2026-03-26T09:06:37.198080,15.08839540,.0001331,53.2175,224.2887,88.4578,271.6567,0,U,53932,999,19456,.29316E-4,.179E-5,0
STARLINK-4782,2022-119AZ,2026-03-26T08:36:46.117440,15.08835810,.0001247,53.2160,229.1456,85.2543,274.8592,0,U,53933,999,19448,.80955E-4,.1001E-4,0
STARLINK-4775,2022-119BA,2026-03-26T09:01:18.790752,15.08844727,.0001339,53.2165,224.2622,88.8977,271.2168,0,U,53934,999,19457,.11668E-3,.157E-4,0
STARLINK-5000,2022-119BB,2026-03-26T12:00:01.999296,15.21816644,.0001413,53.2184,212.7706,53.3267,33.1136,0,U,53935,999,578,.93858E-3,.2132E-3,0
STARLINK-4791,2022-119BC,2026-03-26T09:54:15.629760,15.08833007,.0001394,53.2175,223.7807,84.9330,275.1822,0,U,53936,999,19457,.38563E-4,.326E-5,0
YAOGAN-36 01A,2022-120A,2026-03-26T10:05:07.770048,15.22426717,.0005651,34.9914,85.4234,310.5535,49.4687,0,U,53943,999,19468,.34285E-3,.8095E-4,0
YAOGAN-36 01C,2022-120E,2026-03-26T07:27:43.096608,15.34964723,.0003017,35.0044,50.0601,143.0827,217.0100,0,U,53947,999,19504,.50716E-3,.17667E-3,0
SES-20,2022-123A,2026-03-26T10:59:38.792832,1.00273100,.0001336,0.0277,96.0958,322.0278,187.5748,0,U,53960,999,1270,0,-.117E-5,0
SES-21,2022-123B,2026-03-26T12:21:35.220672,1.00272934,.0001207,0.0263,72.4997,288.6567,237.1950,0,U,53961,999,638,0,.53E-6,0
STARLINK-4633,2022-125A,2026-03-26T11:21:06.201216,15.08842648,.0001068,53.2172,148.9335,67.6449,292.4657,0,U,53964,999,19185,.90885E-6,-.273E-5,0
STARLINK-4578,2022-125B,2026-03-26T12:00:01.999296,15.89939287,.0002745,53.2170,133.6638,29.6387,252.5947,0,U,53965,999,588,.29255E-2,.1001293E-1,0
STARLINK-4635,2022-125C,2026-03-26T11:10:28.977024,15.08840115,.0001532,53.2169,148.8847,90.1669,269.9499,0,U,53966,999,19185,.11387E-3,.1525E-4,0
STARLINK-4634,2022-125D,2026-03-26T09:29:48.149952,15.08841247,.0001425,53.2173,149.1587,92.8406,267.2749,0,U,53967,999,19184,-.79501E-6,-.301E-5,0
STARLINK-4629,2022-125E,2026-03-26T09:13:52.338720,15.08843954,.0001525,53.2150,149.0920,91.4179,268.6987,0,U,53968,999,19184,.10136E-3,.1326E-4,0
STARLINK-4468,2022-125F,2026-03-26T10:59:53.803968,15.08843454,.0001506,53.2165,148.8406,92.5313,267.5852,0,U,53969,999,19185,.33348E-3,.5024E-4,0
STARLINK-4567,2022-125G,2026-03-26T11:03:11.549376,15.08843130,.0001408,53.2160,143.8740,76.7977,283.3172,0,U,53970,999,19193,.70697E-4,.837E-5,0
STARLINK-5156,2022-125K,2026-03-26T09:08:33.073440,15.08854412,.0001321,53.2165,149.0701,89.6459,270.4685,0,U,53973,999,19184,.13503E-3,.1863E-4,0
STARLINK-5159,2022-125L,2026-03-26T09:58:51.589632,15.08842942,.000136,53.2157,128.6372,78.7579,281.3566,0,U,53974,999,19213,-.20499E-5,-.321E-5,0
STARLINK-5137,2022-125M,2026-03-26T09:59:32.989920,15.08838206,.0001112,53.2162,143.6088,97.9012,262.2107,0,U,53975,999,19192,.92422E-4,.1183E-4,0
STARLINK-5134,2022-125N,2026-03-26T09:32:27.011904,15.08845132,.0001253,53.2161,129.2356,78.1537,281.9595,0,U,53976,999,19212,.12285E-3,.1668E-4,0
STARLINK-5094,2022-125P,2026-03-26T12:49:11.856000,15.08845497,.0001378,53.2167,143.6162,90.9849,269.1301,0,U,53977,999,19193,.4872E-4,.488E-5,0
STARLINK-5148,2022-125Q,2026-03-26T10:47:16.025856,15.08845074,.0001356,53.2172,143.7964,87.9306,272.1841,0,U,53978,999,19192,.40027E-5,-.224E-5,0
STARLINK-5123,2022-125R,2026-03-26T10:57:53.369280,15.08838150,.0001338,53.2166,143.8422,84.4721,275.6423,0,U,53979,999,19192,-.11085E-4,-.464E-5,0
STARLINK-5133,2022-125S,2026-03-26T10:20:44.111040,15.08848351,.0001421,53.2153,143.6888,90.2460,269.8695,0,U,53980,999,19192,.36811E-4,.298E-5,0
STARLINK-5149,2022-125T,2026-03-26T08:44:42.349920,15.08841316,.000126,53.2168,129.0415,90.1349,269.9788,0,U,53981,999,19212,.74802E-4,.903E-5,0
STARLINK-5120,2022-125U,2026-03-26T12:36:35.334144,15.08842490,.0001253,53.2169,138.5805,84.6694,275.4441,0,U,53982,999,19199,.61941E-4,.698E-5,0
STARLINK-5142,2022-125W,2026-03-26T12:52:30.536256,15.08845688,.0001373,53.2166,138.6479,86.3991,273.7158,0,U,53984,999,19200,.83005E-6,-.275E-5,0
STARLINK-5147,2022-125X,2026-03-26T09:52:20.899200,15.08853681,.0001537,53.2155,139.2889,88.8273,271.2895,0,U,53985,999,19198,.1917E-3,.2765E-4,0
STARLINK-5119,2022-125Y,2026-03-26T10:09:28.984896,15.08825254,.0001176,53.2164,128.6827,91.4657,268.6470,0,U,53986,999,19212,-.37705E-4,-.888E-5,0
STARLINK-5113,2022-125AA,2026-03-26T12:47:11.956128,15.08849687,.0001379,53.2156,138.6251,91.2542,268.8608,0,U,53988,999,19199,.1092E-3,.1451E-4,0
STARLINK-5118,2022-125AD,2026-03-26T09:16:31.489248,15.08838889,.0001081,53.2165,129.0991,100.8727,259.2386,0,U,53991,999,19211,.90021E-4,.1145E-4,0
STARLINK-5108,2022-125AE,2026-03-26T12:31:16.964832,15.08844618,.0001336,53.2168,138.5577,90.7876,269.3269,0,U,53992,999,19199,.57843E-4,.633E-5,0
STARLINK-5121,2022-125AF,2026-03-26T10:22:04.062144,15.08846031,.000102,53.2168,133.7149,81.1083,279.0025,0,U,53993,999,19205,.17006E-3,.242E-4,0
STARLINK-5125,2022-125AG,2026-03-26T10:39:58.988736,15.08834640,.000119,53.2163,138.7830,84.7251,275.3877,0,U,53994,999,19199,.79155E-4,.972E-5,0
STARLINK-5097,2022-125AH,2026-03-26T12:25:59.328192,15.08835189,.0001276,53.2166,138.5367,80.7490,279.3646,0,U,53995,999,19199,.13944E-3,.1932E-4,0
STARLINK-5131,2022-125AJ,2026-03-26T08:59:15.883296,15.08848221,.0000897,53.2168,139.0589,102.1909,257.9184,0,U,53996,999,19198,.13497E-3,.1861E-4,0
STARLINK-5130,2022-125AK,2026-03-26T12:59:08.949120,15.08828245,.0001365,53.2158,128.6995,89.1127,271.0021,0,U,53997,999,19214,.19249E-3,.2776E-4,0
STARLINK-5128,2022-125AL,2026-03-26T10:24:02.391264,15.08838736,.0001704,53.2167,138.7165,89.2399,270.8789,0,U,53998,999,19199,.12136E-3,.1644E-4,0
STARLINK-5079,2022-125AM,2026-03-26T10:45:16.993440,15.08843538,.0001249,53.2168,138.8061,85.1496,274.9639,0,U,53999,999,19199,.56247E-4,.607E-5,0
STARLINK-5088,2022-125AN,2026-03-26T12:53:50.583264,15.08854079,.0001568,53.2164,128.6777,108.4249,251.6913,0,U,54000,999,19214,.11254E-3,.1504E-4,0
STARLINK-5109,2022-125AQ,2026-03-26T10:14:47.501952,15.08841225,.0001262,53.2165,128.7207,90.0216,270.0921,0,U,54002,999,19213,.50394E-4,.514E-5,0
STARLINK-5114,2022-125AR,2026-03-26T10:29:23.249760,15.08835099,.0001338,53.2169,138.7403,86.3371,273.7774,0,U,54003,999,19199,.11786E-3,.1588E-4,0
