Transaction_ID,Sale_Date,Shoe_Model,Colorway,Condition,Retail_Price_USD,Resale_Price_USD,Sales_Channel,Days_in_Inventory,Profit_Margin_USD
TRX-101048,2025-03-11,Air Jordan 11 Retro,Concord,Deadstock (Brand New),225,638.14,StockX,13,413.14
TRX-101049,2025-03-27,Air Jordan 11 Retro,Chicago,Used,230,186.07,StockX,10,-43.93000000000001
TRX-101050,2023-06-01,Air Jordan 1 High,Mocha,Deadstock (Brand New),178,483.38,GOAT,6,305.38
TRX-101051,2023-03-09,Air Jordan 1 High,Military Blue,Deadstock (Brand New),185,591.87,GOAT,5,406.87
TRX-101052,2024-07-25,Air Jordan 1 High,Pine Green,Deadstock (Brand New),182,394.6,Stadium Goods,24,212.60000000000002
TRX-101053,2023-04-05,Air Jordan 11 Retro,Bred,Used,230,138.14,StockX,1,-91.86000000000001
TRX-101054,2024-08-09,Air Jordan 11 Retro,Lost & Found,VNDS (Very Near Deadstock),228,285.28,Walk-in Retail,45,57.27999999999997
TRX-101055,2025-05-15,Air Jordan 1 Low,Lost & Found,Used,133,102.74,Walk-in Retail,22,-30.260000000000005
TRX-101056,2023-07-20,Air Jordan 11 Retro,Sail,VNDS (Very Near Deadstock),228,284.55,Walk-in Retail,30,56.55000000000001
TRX-101057,2024-10-27,Air Jordan 1 Low,Concord,VNDS (Very Near Deadstock),140,144.25,Stadium Goods,37,4.25
TRX-101058,2023-03-19,Air Jordan 4 Retro,Chicago,Deadstock (Brand New),225,732.98,StockX,13,507.98
TRX-101059,2024-07-22,Air Jordan 1 High,Bred,VNDS (Very Near Deadstock),174,218.57,Stadium Goods,46,44.56999999999999
TRX-101060,2023-06-15,Air Jordan 1 High,Pine Green,VNDS (Very Near Deadstock),173,241.79,Stadium Goods,32,68.78999999999999
TRX-101061,2023-10-01,Air Jordan 1 Low,Military Blue,Deadstock (Brand New),127,373.92,kick hub 2026,13,246.92000000000002
TRX-101062,2023-12-01,Air Jordan 4 Retro,Bred,Used,221,131.72,kick hub 2026,37,-89.28
TRX-101063,2023-07-24,Air Jordan 4 Retro,Black Cat,Used,211,189.89,GOAT,7,-21.110000000000014
TRX-101064,2025-04-23,Air Jordan 1 Low,Military Blue,VNDS (Very Near Deadstock),133,168.3,StockX,8,35.30000000000001
TRX-101065,2023-10-29,Air Jordan 11 Retro,Chicago,VNDS (Very Near Deadstock),230,322.51,GOAT,5,92.50999999999999
TRX-101066,2023-02-11,Air Jordan 1 Low,Lost & Found,VNDS (Very Near Deadstock),137,179.94,kick hub 2026,52,42.94
TRX-101067,2024-03-18,Air Jordan 11 Retro,Bred,Used,228,161.61,Stadium Goods,12,-66.38999999999999
TRX-101068,2025-04-25,Air Jordan 1 Low,Mocha,Used,129,103.98,Walk-in Retail,46,-25.019999999999996
TRX-101069,2023-03-18,Air Jordan 4 Retro,Military Blue,Used,220,124.38,Stadium Goods,42,-95.62
TRX-101070,2025-01-01,Air Jordan 4 Retro,Lost & Found,VNDS (Very Near Deadstock),212,254.88,Stadium Goods,46,42.879999999999995
TRX-101071,2024-05-13,Air Jordan 4 Retro,Pine Green,Deadstock (Brand New),218,319.68,kick hub 2026,33,101.68
TRX-101072,2024-11-07,Air Jordan 1 High,Sail,Used,176,106.94,StockX,14,-69.06
TRX-101073,2024-03-07,Air Jordan 3 Retro,Lost & Found,VNDS (Very Near Deadstock),201,282.15,Walk-in Retail,11,81.14999999999998
TRX-101074,2025-07-28,Air Jordan 3 Retro,Concord,Deadstock (Brand New),201,286.82,Stadium Goods,42,85.82
TRX-101075,2024-09-29,Air Jordan 4 Retro,Pine Green,VNDS (Very Near Deadstock),223,258.8,GOAT,10,35.80000000000001
TRX-101076,2023-01-12,Air Jordan 11 Retro,Pine Green,VNDS (Very Near Deadstock),230,268.86,GOAT,7,38.860000000000014
TRX-101077,2023-04-15,Air Jordan 1 Low,Pine Green,VNDS (Very Near Deadstock),137,142.59,kick hub 2026,56,5.590000000000003
TRX-101078,2023-04-05,Air Jordan 3 Retro,Chicago,VNDS (Very Near Deadstock),210,259.27,Walk-in Retail,47,49.26999999999998
TRX-101079,2024-04-15,Air Jordan 3 Retro,Sail,Used,202,140.22,kick hub 2026,30,-61.78
TRX-101080,2023-01-26,Air Jordan 4 Retro,Mocha,Deadstock (Brand New),217,710.01,Stadium Goods,56,493.01
TRX-101081,2023-07-20,Air Jordan 3 Retro,Bred,VNDS (Very Near Deadstock),200,296.51,Walk-in Retail,26,96.50999999999999
TRX-101082,2024-10-23,Air Jordan 3 Retro,Pine Green,Deadstock (Brand New),200,385.07,Stadium Goods,54,185.07
TRX-101083,2025-04-02,Air Jordan 4 Retro,Concord,VNDS (Very Near Deadstock),214,230.17,kick hub 2026,12,16.169999999999987
TRX-101084,2025-08-02,Air Jordan 4 Retro,Mocha,Used,217,175.81,Stadium Goods,55,-41.19
TRX-101085,2024-10-14,Air Jordan 1 High,Concord,Deadstock (Brand New),173,353.03,StockX,13,180.02999999999997
TRX-101086,2025-04-12,Air Jordan 1 Low,Military Blue,Deadstock (Brand New),139,211.76,StockX,9,72.75999999999999
TRX-101087,2024-07-16,Air Jordan 3 Retro,Black Cat,Used,200,154.68,GOAT,7,-45.31999999999999
TRX-101088,2025-06-22,Air Jordan 1 Low,Bred,VNDS (Very Near Deadstock),135,186.75,kick hub 2026,51,51.75
TRX-101089,2025-03-01,Air Jordan 1 Low,Pine Green,Used,115,94.48,GOAT,11,-20.519999999999996
TRX-101090,2024-09-23,Air Jordan 4 Retro,Concord,VNDS (Very Near Deadstock),213,215.74,kick hub 2026,40,2.740000000000009
TRX-101091,2023-10-13,Air Jordan 11 Retro,Pine Green,VNDS (Very Near Deadstock),228,242.1,StockX,12,14.099999999999994
TRX-101092,2025-06-11,Air Jordan 1 Low,Mocha,Deadstock (Brand New),115,241.59,kick hub 2026,56,126.59
TRX-101093,2025-08-24,Air Jordan 11 Retro,Concord,VNDS (Very Near Deadstock),228,222.79,StockX,1,-5.210000000000008
TRX-101094,2024-09-05,Air Jordan 3 Retro,Bred,Used,206,106.31,kick hub 2026,55,-99.69
TRX-101095,2025-07-24,Air Jordan 11 Retro,Chicago,VNDS (Very Near Deadstock),225,263.58,Walk-in Retail,46,38.579999999999984
TRX-101096,2023-09-25,Air Jordan 11 Retro,Sail,VNDS (Very Near Deadstock),225,268.2,StockX,14,43.19999999999999
TRX-101097,2023-07-04,Air Jordan 4 Retro,Bred,Used,212,116.79,StockX,14,-95.21
TRX-101098,2024-02-25,Air Jordan 4 Retro,Chicago,Used,216,189.23,GOAT,6,-26.77000000000001
TRX-101099,2024-03-16,Air Jordan 4 Retro,Sail,Deadstock (Brand New),223,568.54,kick hub 2026,36,345.53999999999996
TRX-101100,2024-08-14,Air Jordan 1 High,Lost & Found,Used,182,93.01,Stadium Goods,38,-88.99
TRX-101101,2024-07-10,Air Jordan 4 Retro,Pine Green,VNDS (Very Near Deadstock),210,284.62,Stadium Goods,7,74.62
TRX-101102,2023-01-25,Air Jordan 11 Retro,Chicago,Deadstock (Brand New),225,691.02,Walk-in Retail,30,466.02
TRX-101103,2025-09-12,Air Jordan 4 Retro,Concord,Used,211,138.53,StockX,14,-72.47
TRX-101104,2023-09-26,Air Jordan 3 Retro,Lost & Found,Used,200,141.4,Walk-in Retail,47,-58.599999999999994
TRX-101105,2024-12-01,Air Jordan 11 Retro,Black Cat,VNDS (Very Near Deadstock),227,248.97,Walk-in Retail,42,21.97
TRX-101106,2023-02-24,Air Jordan 3 Retro,Pine Green,Deadstock (Brand New),208,505.14,GOAT,14,297.14
TRX-101107,2025-04-24,Air Jordan 1 Low,Mocha,VNDS (Very Near Deadstock),120,157.18,Stadium Goods,31,37.18000000000001
TRX-101108,2024-05-28,Air Jordan 1 Low,Black Cat,Used,133,111.91,Walk-in Retail,52,-21.090000000000003
TRX-101109,2023-12-28,Air Jordan 4 Retro,Pine Green,VNDS (Very Near Deadstock),213,247.28,Walk-in Retail,45,34.28
TRX-101110,2023-10-08,Air Jordan 4 Retro,Lost & Found,Used,221,130.93,kick hub 2026,36,-90.07
TRX-101111,2024-01-13,Air Jordan 4 Retro,Mocha,Deadstock (Brand New),225,418.42,kick hub 2026,60,193.42000000000002
TRX-101112,2025-09-15,Air Jordan 11 Retro,Military Blue,Used,227,151.3,kick hub 2026,30,-75.69999999999999
TRX-101113,2023-07-09,Air Jordan 4 Retro,Sail,Used,217,125.92,kick hub 2026,37,-91.08
TRX-101114,2024-06-16,Air Jordan 4 Retro,Pine Green,Deadstock (Brand New),224,687.03,Walk-in Retail,9,463.03
TRX-101115,2023-02-16,Air Jordan 11 Retro,Sail,VNDS (Very Near Deadstock),229,270.13,StockX,14,41.129999999999995
TRX-101116,2024-12-22,Air Jordan 1 High,Mocha,Deadstock (Brand New),173,389.48,Walk-in Retail,20,216.48000000000002
TRX-101117,2024-06-02,Air Jordan 3 Retro,Black Cat,Deadstock (Brand New),204,393.76,kick hub 2026,13,189.76
TRX-101118,2025-06-05,Air Jordan 4 Retro,Bred,Used,222,168.8,Stadium Goods,57,-53.19999999999999
TRX-101119,2025-03-28,Air Jordan 4 Retro,Sail,Deadstock (Brand New),214,652.33,GOAT,6,438.33000000000004
TRX-101120,2023-03-15,Air Jordan 1 High,Black Cat,Used,184,116.95,kick hub 2026,39,-67.05
TRX-101121,2025-04-19,Air Jordan 1 Low,Black Cat,VNDS (Very Near Deadstock),136,167.11,kick hub 2026,52,31.110000000000014
TRX-101122,2024-09-19,Air Jordan 3 Retro,Bred,VNDS (Very Near Deadstock),200,238.72,StockX,6,38.72
TRX-101123,2023-04-26,Air Jordan 11 Retro,Military Blue,Deadstock (Brand New),229,303.79,Walk-in Retail,14,74.79000000000002
TRX-101124,2023-01-17,Air Jordan 11 Retro,Lost & Found,Used,229,152.05,Stadium Goods,9,-76.94999999999999
TRX-101125,2024-04-19,Air Jordan 3 Retro,Bred,Deadstock (Brand New),206,391.93,Walk-in Retail,35,185.93
TRX-101126,2025-08-01,Air Jordan 1 High,Sail,Deadstock (Brand New),177,511.31,GOAT,4,334.31
TRX-101127,2024-02-18,Air Jordan 4 Retro,Pine Green,Used,218,181.56,Walk-in Retail,55,-36.44
TRX-101128,2023-11-20,Air Jordan 1 Low,Sail,Deadstock (Brand New),116,363.9,GOAT,3,247.89999999999998
TRX-101129,2023-05-10,Air Jordan 11 Retro,Military Blue,VNDS (Very Near Deadstock),227,288.34,Stadium Goods,29,61.339999999999975
TRX-101130,2023-03-25,Air Jordan 11 Retro,Sail,VNDS (Very Near Deadstock),227,268.73,Stadium Goods,7,41.73000000000002
TRX-101131,2025-01-09,Air Jordan 3 Retro,Concord,Used,209,153.73,GOAT,10,-55.27000000000001
TRX-101132,2024-07-21,Air Jordan 4 Retro,Chicago,Deadstock (Brand New),219,381.65,kick hub 2026,60,162.64999999999998
TRX-101133,2023-01-22,Air Jordan 11 Retro,Mocha,Deadstock (Brand New),225,679.34,Walk-in Retail,40,454.34000000000003
TRX-101134,2025-03-19,Air Jordan 3 Retro,Military Blue,Deadstock (Brand New),210,514.51,StockX,2,304.51
TRX-101135,2023-06-06,Air Jordan 1 High,Mocha,Used,175,125.0,StockX,14,-50.0
TRX-101136,2023-11-06,Air Jordan 1 Low,Military Blue,Deadstock (Brand New),123,287.12,Stadium Goods,34,164.12
TRX-101137,2023-02-17,Air Jordan 11 Retro,Mocha,Deadstock (Brand New),230,304.81,StockX,4,74.81
TRX-101138,2023-07-19,Air Jordan 1 Low,Chicago,Used,117,87.11,Stadium Goods,47,-29.89
TRX-101139,2025-01-09,Air Jordan 1 High,Pine Green,VNDS (Very Near Deadstock),176,162.47,GOAT,4,-13.530000000000001
TRX-101140,2024-08-04,Air Jordan 4 Retro,Lost & Found,VNDS (Very Near Deadstock),219,277.73,kick hub 2026,39,58.73000000000002
TRX-101141,2025-02-27,Air Jordan 11 Retro,Bred,Used,225,167.46,kick hub 2026,32,-57.53999999999999
TRX-101142,2023-06-13,Air Jordan 11 Retro,Mocha,Used,225,131.56,Walk-in Retail,35,-93.44
TRX-101143,2023-01-17,Air Jordan 3 Retro,Military Blue,VNDS (Very Near Deadstock),210,192.81,StockX,10,-17.189999999999998
TRX-101144,2025-02-27,Air Jordan 1 Low,Black Cat,Deadstock (Brand New),139,233.51,Stadium Goods,55,94.50999999999999
TRX-101145,2023-08-15,Air Jordan 3 Retro,Mocha,Deadstock (Brand New),208,634.75,Walk-in Retail,53,426.75
TRX-101146,2024-07-09,Air Jordan 1 High,Chicago,Used,180,129.62,StockX,3,-50.379999999999995
TRX-101147,2024-06-16,Air Jordan 4 Retro,Bred,Used,216,157.3,StockX,5,-58.69999999999999
TRX-101148,2023-01-31,Air Jordan 4 Retro,Military Blue,Used,210,116.76,kick hub 2026,57,-93.24
TRX-101149,2024-04-02,Air Jordan 4 Retro,Black Cat,Deadstock (Brand New),220,506.49,Stadium Goods,47,286.49
TRX-101150,2023-06-15,Air Jordan 1 Low,Pine Green,Used,135,71.66,Stadium Goods,5,-63.34
TRX-101151,2024-05-02,Air Jordan 1 High,Sail,Used,182,103.26,GOAT,3,-78.74
TRX-101152,2025-01-20,Air Jordan 4 Retro,Bred,Deadstock (Brand New),212,571.17,StockX,4,359.16999999999996
TRX-101153,2023-04-28,Air Jordan 1 Low,Mocha,VNDS (Very Near Deadstock),139,193.89,GOAT,14,54.889999999999986
TRX-101154,2024-09-03,Air Jordan 11 Retro,Pine Green,Deadstock (Brand New),228,756.8,kick hub 2026,47,528.8
TRX-101155,2023-04-12,Air Jordan 11 Retro,Pine Green,Used,226,160.82,Walk-in Retail,19,-65.18
TRX-101156,2023-08-11,Air Jordan 4 Retro,Bred,Used,212,139.43,GOAT,14,-72.57
TRX-101157,2023-02-22,Air Jordan 11 Retro,Lost & Found,Deadstock (Brand New),228,781.18,Stadium Goods,39,553.18
TRX-101158,2024-10-16,Air Jordan 11 Retro,Bred,VNDS (Very Near Deadstock),228,269.59,GOAT,12,41.589999999999975
TRX-101159,2024-12-11,Air Jordan 1 Low,Lost & Found,Deadstock (Brand New),139,291.26,StockX,1,152.26
TRX-101160,2025-02-18,Air Jordan 1 High,Chicago,VNDS (Very Near Deadstock),173,249.03,StockX,9,76.03
TRX-101161,2024-06-01,Air Jordan 11 Retro,Bred,Used,225,178.51,GOAT,1,-46.49000000000001
TRX-101162,2025-07-01,Air Jordan 11 Retro,Bred,VNDS (Very Near Deadstock),226,316.84,kick hub 2026,7,90.83999999999997
TRX-101163,2025-06-22,Air Jordan 3 Retro,Concord,Used,210,116.33,StockX,2,-93.67
TRX-101164,2025-05-31,Air Jordan 11 Retro,Bred,Deadstock (Brand New),229,703.41,GOAT,6,474.40999999999997
TRX-101165,2025-06-05,Air Jordan 11 Retro,Military Blue,VNDS (Very Near Deadstock),230,270.95,Walk-in Retail,45,40.94999999999999
TRX-101166,2024-11-28,Air Jordan 3 Retro,Lost & Found,Used,208,123.98,kick hub 2026,36,-84.02
TRX-101167,2023-04-16,Air Jordan 3 Retro,Concord,Used,207,182.16,kick hub 2026,50,-24.840000000000003
TRX-101168,2023-09-11,Air Jordan 1 Low,Lost & Found,Used,140,95.58,kick hub 2026,30,-44.42
TRX-101169,2023-04-08,Air Jordan 4 Retro,Black Cat,VNDS (Very Near Deadstock),214,228.44,Stadium Goods,28,14.439999999999998
TRX-101170,2023-11-01,Air Jordan 4 Retro,Mocha,Used,216,125.48,kick hub 2026,24,-90.52
TRX-101171,2023-12-09,Air Jordan 1 Low,Sail,VNDS (Very Near Deadstock),115,171.65,Stadium Goods,17,56.650000000000006
TRX-101172,2024-10-30,Air Jordan 4 Retro,Lost & Found,VNDS (Very Near Deadstock),217,252.75,GOAT,14,35.75
TRX-101173,2025-04-29,Air Jordan 11 Retro,Military Blue,Deadstock (Brand New),226,605.91,StockX,3,379.90999999999997
TRX-101174,2023-07-19,Air Jordan 3 Retro,Mocha,Deadstock (Brand New),210,665.09,kick hub 2026,26,455.09000000000003
TRX-101175,2024-09-13,Air Jordan 3 Retro,Lost & Found,Deadstock (Brand New),201,597.5,kick hub 2026,57,396.5
TRX-101176,2023-02-17,Air Jordan 3 Retro,Concord,Deadstock (Brand New),201,446.63,Stadium Goods,16,245.63
TRX-101177,2024-01-26,Air Jordan 1 Low,Lost & Found,Used,131,92.22,kick hub 2026,20,-38.78
TRX-101178,2023-10-26,Air Jordan 1 Low,Concord,Deadstock (Brand New),130,178.38,StockX,3,48.379999999999995
TRX-101179,2025-01-30,Air Jordan 3 Retro,Chicago,Used,200,101.97,StockX,10,-98.03
TRX-101180,2023-02-17,Air Jordan 4 Retro,Black Cat,Used,221,167.29,Walk-in Retail,25,-53.71000000000001
TRX-101181,2023-11-25,Air Jordan 1 Low,Military Blue,VNDS (Very Near Deadstock),138,196.34,GOAT,9,58.34
TRX-101182,2023-02-28,Air Jordan 3 Retro,Bred,Used,201,135.27,kick hub 2026,34,-65.72999999999999
TRX-101183,2023-11-25,Air Jordan 4 Retro,Pine Green,Used,224,193.06,Stadium Goods,15,-30.939999999999998
TRX-101184,2024-08-20,Air Jordan 3 Retro,Military Blue,Used,208,145.62,Stadium Goods,9,-62.379999999999995
TRX-101185,2025-07-04,Air Jordan 3 Retro,Black Cat,VNDS (Very Near Deadstock),200,230.69,kick hub 2026,49,30.689999999999998
TRX-101186,2024-08-14,Air Jordan 4 Retro,Bred,Deadstock (Brand New),223,509.76,GOAT,8,286.76
TRX-101187,2023-06-28,Air Jordan 4 Retro,Chicago,Deadstock (Brand New),211,319.55,kick hub 2026,29,108.55000000000001
TRX-101188,2023-12-31,Air Jordan 4 Retro,Mocha,VNDS (Very Near Deadstock),218,282.24,StockX,4,64.24000000000001
TRX-101189,2024-07-19,Air Jordan 4 Retro,Bred,Deadstock (Brand New),221,548.25,Walk-in Retail,50,327.25
TRX-101190,2023-10-14,Air Jordan 1 Low,Bred,Used,110,74.13,StockX,8,-35.870000000000005
TRX-101191,2025-09-08,Air Jordan 3 Retro,Military Blue,Deadstock (Brand New),209,641.53,Walk-in Retail,46,432.53
TRX-101192,2023-01-05,Air Jordan 1 High,Mocha,VNDS (Very Near Deadstock),190,193.08,kick hub 2026,11,3.0800000000000125
TRX-101193,2023-03-05,Air Jordan 3 Retro,Chicago,Deadstock (Brand New),204,345.65,GOAT,12,141.64999999999998
TRX-101194,2025-07-21,Air Jordan 1 Low,Bred,Used,136,113.23,StockX,2,-22.769999999999996
TRX-101195,2025-05-15,Air Jordan 3 Retro,Bred,Deadstock (Brand New),200,669.71,kick hub 2026,14,469.71000000000004
TRX-101196,2024-07-29,Air Jordan 1 High,Chicago,Used,187,147.18,Stadium Goods,21,-39.81999999999999
TRX-101197,2025-07-04,Air Jordan 4 Retro,Lost & Found,VNDS (Very Near Deadstock),219,327.0,GOAT,11,108.0
TRX-101198,2023-05-02,Air Jordan 1 Low,Military Blue,Deadstock (Brand New),131,239.58,Stadium Goods,40,108.58000000000001
TRX-101199,2023-01-14,Air Jordan 4 Retro,Concord,VNDS (Very Near Deadstock),212,280.34,GOAT,4,68.33999999999997
TRX-101200,2023-10-06,Air Jordan 3 Retro,Lost & Found,Used,206,128.15,Stadium Goods,26,-77.85
TRX-101201,2023-09-12,Air Jordan 11 Retro,Sail,VNDS (Very Near Deadstock),225,268.93,kick hub 2026,19,43.93000000000001
TRX-101202,2024-07-30,Air Jordan 4 Retro,Concord,Deadstock (Brand New),222,593.03,StockX,3,371.03
TRX-101203,2023-09-08,Air Jordan 1 High,Sail,Deadstock (Brand New),189,426.24,StockX,6,237.24
TRX-101204,2024-07-29,Air Jordan 1 High,Bred,VNDS (Very Near Deadstock),184,242.71,Walk-in Retail,20,58.71000000000001
TRX-101205,2023-11-06,Air Jordan 1 Low,Bred,Used,131,75.91,kick hub 2026,6,-55.09
TRX-101206,2023-11-04,Air Jordan 4 Retro,Pine Green,Deadstock (Brand New),215,542.12,GOAT,1,327.12
TRX-101207,2024-07-03,Air Jordan 1 High,Chicago,Used,182,127.66,StockX,13,-54.34
TRX-101208,2023-08-18,Air Jordan 11 Retro,Lost & Found,VNDS (Very Near Deadstock),226,208.28,GOAT,1,-17.72
TRX-101209,2024-01-22,Air Jordan 3 Retro,Pine Green,Deadstock (Brand New),202,464.05,Walk-in Retail,51,262.05
TRX-101210,2023-10-11,Air Jordan 3 Retro,Mocha,VNDS (Very Near Deadstock),207,218.97,Stadium Goods,12,11.969999999999999
TRX-101211,2024-04-12,Air Jordan 1 Low,Sail,VNDS (Very Near Deadstock),131,190.49,Walk-in Retail,37,59.49000000000001
TRX-101212,2023-10-30,Air Jordan 3 Retro,Concord,Used,206,144.27,Walk-in Retail,6,-61.72999999999999
TRX-101213,2024-05-09,Air Jordan 4 Retro,Lost & Found,Deadstock (Brand New),219,553.32,GOAT,5,334.32000000000005
TRX-101214,2024-10-08,Air Jordan 1 High,Concord,Used,174,123.09,StockX,2,-50.91
TRX-101215,2023-02-07,Air Jordan 11 Retro,Military Blue,Deadstock (Brand New),225,704.76,Walk-in Retail,9,479.76
TRX-101216,2024-03-04,Air Jordan 3 Retro,Concord,Used,202,168.84,StockX,4,-33.16
TRX-101217,2024-06-11,Air Jordan 4 Retro,Pine Green,Deadstock (Brand New),212,549.06,StockX,6,337.05999999999995
TRX-101218,2025-09-23,Air Jordan 3 Retro,Chicago,VNDS (Very Near Deadstock),208,307.32,StockX,6,99.32
TRX-101219,2024-07-06,Air Jordan 11 Retro,Lost & Found,Deadstock (Brand New),230,765.1,GOAT,11,535.1
TRX-101220,2025-05-29,Air Jordan 4 Retro,Concord,Deadstock (Brand New),214,441.89,kick hub 2026,39,227.89
TRX-101221,2024-09-28,Air Jordan 3 Retro,Pine Green,Used,205,131.31,GOAT,10,-73.69
TRX-101222,2024-09-02,Air Jordan 1 Low,Concord,Deadstock (Brand New),110,274.3,StockX,11,164.3
TRX-101223,2023-07-06,Air Jordan 11 Retro,Military Blue,Deadstock (Brand New),228,641.76,GOAT,3,413.76
TRX-101224,2025-01-18,Air Jordan 4 Retro,Concord,Deadstock (Brand New),223,297.52,kick hub 2026,10,74.51999999999998
TRX-101225,2025-03-29,Air Jordan 1 Low,Chicago,Deadstock (Brand New),120,251.28,StockX,3,131.28
TRX-101226,2023-04-01,Air Jordan 1 Low,Mocha,Deadstock (Brand New),129,168.61,StockX,11,39.610000000000014
TRX-101227,2023-02-28,Air Jordan 4 Retro,Lost & Found,VNDS (Very Near Deadstock),215,314.27,Stadium Goods,33,99.26999999999998
TRX-101228,2025-07-23,Air Jordan 3 Retro,Military Blue,Used,209,174.75,Walk-in Retail,59,-34.25
TRX-101229,2024-07-04,Air Jordan 4 Retro,Lost & Found,Used,213,163.02,GOAT,14,-49.97999999999999
TRX-101230,2025-07-13,Air Jordan 4 Retro,Sail,Used,220,131.89,kick hub 2026,10,-88.11000000000001
TRX-101231,2025-08-16,Air Jordan 4 Retro,Pine Green,Used,213,118.94,GOAT,1,-94.06
TRX-101232,2024-04-15,Air Jordan 4 Retro,Concord,VNDS (Very Near Deadstock),218,285.27,Walk-in Retail,40,67.26999999999998
TRX-101233,2024-09-05,Air Jordan 11 Retro,Concord,VNDS (Very Near Deadstock),228,341.01,Walk-in Retail,12,113.00999999999999
TRX-101234,2024-09-28,Air Jordan 11 Retro,Bred,Deadstock (Brand New),225,609.34,Stadium Goods,54,384.34000000000003
TRX-101235,2023-04-21,Air Jordan 11 Retro,Pine Green,Deadstock (Brand New),226,480.58,Stadium Goods,7,254.57999999999998
TRX-101236,2023-07-05,Air Jordan 1 High,Bred,Deadstock (Brand New),175,517.75,Stadium Goods,8,342.75
TRX-101237,2024-12-02,Air Jordan 1 High,Black Cat,Used,188,101.65,kick hub 2026,21,-86.35
TRX-101238,2023-11-29,Air Jordan 11 Retro,Chicago,VNDS (Very Near Deadstock),229,313.96,kick hub 2026,17,84.95999999999998
TRX-101239,2025-08-19,Air Jordan 4 Retro,Pine Green,Used,223,134.44,GOAT,10,-88.56
TRX-101240,2025-03-27,Air Jordan 3 Retro,Mocha,VNDS (Very Near Deadstock),210,264.69,kick hub 2026,8,54.69
TRX-101241,2023-02-19,Air Jordan 11 Retro,Military Blue,Deadstock (Brand New),228,751.09,StockX,14,523.09
TRX-101242,2023-12-03,Air Jordan 1 High,Concord,Used,187,168.28,Stadium Goods,36,-18.72
TRX-101243,2025-08-10,Air Jordan 3 Retro,Black Cat,Used,208,127.13,StockX,2,-80.87
TRX-101244,2025-01-24,Air Jordan 3 Retro,Sail,Deadstock (Brand New),209,614.1,kick hub 2026,20,405.1
TRX-101245,2023-03-19,Air Jordan 1 High,Black Cat,VNDS (Very Near Deadstock),173,182.83,Stadium Goods,12,9.830000000000013
TRX-101246,2025-03-13,Air Jordan 4 Retro,Concord,VNDS (Very Near Deadstock),222,220.84,kick hub 2026,10,-1.1599999999999966
TRX-101247,2024-09-08,Air Jordan 1 Low,Military Blue,VNDS (Very Near Deadstock),137,178.42,StockX,12,41.41999999999999
TRX-101248,2025-02-25,Air Jordan 11 Retro,Black Cat,Used,230,184.87,GOAT,6,-45.129999999999995
TRX-101249,2025-04-29,Air Jordan 3 Retro,Black Cat,VNDS (Very Near Deadstock),204,226.2,GOAT,4,22.19999999999999
TRX-101250,2024-03-08,Air Jordan 1 High,Sail,VNDS (Very Near Deadstock),182,201.62,Stadium Goods,25,19.620000000000005
TRX-101251,2023-06-15,Air Jordan 1 High,Bred,Deadstock (Brand New),186,321.66,Walk-in Retail,57,135.66000000000003
TRX-101252,2025-06-09,Air Jordan 3 Retro,Concord,VNDS (Very Near Deadstock),206,266.68,GOAT,9,60.68000000000001
TRX-101253,2024-02-10,Air Jordan 4 Retro,Black Cat,Used,214,137.02,Stadium Goods,19,-76.97999999999999
